OBJECTID,REGION_NAME,ROUTE_NAME,ROUTE_CODE,MDU_NAME,MDU_CODE,TME_NAME,TME_CODE,TSM_NAME,TSM_CODE,SHAPE_Length,SHAPE_Area
"839",Southern,Wessex,HW,Wessex Outer MDU,HW4,TME Salisbury,HW4086,TSM Salisbury,HW408661,260466.798121887,1698348275.45599
"840",,,,,,,,NON NETWORK RAIL WAL,XU,115.416280547648,217.293670639965
"841",,,,,,,,NON NETWORK RAIL LNWS,XC,757.446909838839,9503.91375839926
"842",,,,,,,,NON NETWORK RAIL WAL,XU,6454.40487236981,66120.2760405132
"843",,,,,,,,NON NETWORK RAIL WAL,XU,2724.76640514647,43356.2226457001
"844",,,,,,,,NON NETWORK RAIL LNWN,XG,1511.95842586799,58762.4626483927
"845",,,,,,,,NON NETWORK RAIL LNWN,XG,626.092003646986,6723.71641166095
"846",,,,,,,,NON NETWORK RAIL LNWS,XC,1946.19395049113,6380.76312819753
"847",,,,,,,,NON NETWORK RAIL LNWS,XC,554.16337349419,1635.83469106963
"848",,,,,,,,NON NETWORK RAIL LNWN,XG,1359.92823333387,9871.39603959119
"849",,,,,,,,NON NETWORK RAIL LNWN,XG,1401.09912807419,25428.12353858
"850",,,,,,,,NON NETWORK RAIL LNWN,XG,573.592034673792,1534.18739577051
"851",,,,,,,,NON NETWORK RAIL LNWN,XG,1445.59155030879,6740.17675212736
"852",North West & Central,LNW North,HR,Lanc&Cumbria MDU-HR1,HR1,TME Preston,HR1100,TSM Kirkham,HR110015,278011.568997827,456124260.615803
"853",,,,,,,,NON NETWORK RAIL LNWN,XG,1856.28956133771,13322.5319647378
"854",,,,,,,,NON NETWORK RAIL LNWN,XG,1317.10629447052,6678.19935870211
"855",,,,,,,,NON NETWORK RAIL LNWN,XG,799.592781928028,5585.29469119007
"856",,,,,,,,NON NETWORK RAIL LNWN,XG,1132.25454247037,1968.93802889761
"857",,,,,,,,NON NETWORK RAIL NE,XB,1150.78401942133,10336.4854493024
"858",North West & Central,LNW North,HR,Lanc&Cumbria MDU-HR1,HR1,TME Blackburn,HR1600,TSM Blackburn,HR160010,217536.642840913,1496912196.01914
"859",Eastern,North and East,HF,York MDU - HF7,HF7,TME York,HF7066,TSM York (Central),HF706661,161205.163827749,1012656995.94493
"860",,,,,,,,NON NETWORK RAIL LNWN,XG,498.931862469631,4080.05828987563
"861",Eastern,North and East,HF,Middlesbrough MDU - HF1,HF1,TME Middlesbrough,HF1067,TSM Middlesbro West,HF106734,241089.644417939,1045458890.34776
"862",,,,,,,,NON NETWORK RAIL SCZ,XK,60.2454457771749,45.3050025920656
"863",,,,,,,,NON NETWORK RAIL SCZ,XK,787.421924781775,743.951044060735
"864",,,,,,,,NON NETWORK RAIL SCZ,XK,767.148595747895,744.016440362537
"865",,,,,,,,NON NETWORK RAIL SCZ,XK,1676.7637399458,16985.4572732811
"866",,,,,,,,NON NETWORK RAIL WEST,XD,706.911584449901,14149.4127743885
"867",,,,,,,,NON NETWORK RAIL WEST,XD,1245.17014138342,3426.16652121974
"868",,,,,,,,NON NETWORK RAIL SOU,XF,1849.26883142543,19232.3256881576
"869",Southern,Wessex,HW,Wessex Outer MDU,HW4,TME Basingstoke,HW4084,TSM Havant,HW408442,259507.056482348,1133235287.34156
"870",North West & Central,LNW South,HS,Bletchley MDU - HS8,HS8,TME Rugby,HS8003,TSM Northampton,HS800306,169699.559357765,868424061.005528
"871",North West & Central,LNW South,HS,Bletchley MDU - HS8,HS8,TME Bletchley,HS8002,TSM Milton Keynes,HS800205,86075.9868642069,231826545.172457
"872",,,,,,,,NON NETWORK RAIL LNWS,XC,1183.03826829455,18436.7106985095
"873",,,,,,,,NON NETWORK RAIL EMID,XZ,701.888374797497,3977.0378108861
"874",,,,,,,,NON NETWORK RAIL LNWS,XC,555.881270695012,1946.83845791873
"875",,,,,,,,NON NETWORK RAIL EMID,XZ,6414.49054300527,84928.3420201136
"876",,,,,,,,NON NETWORK RAIL EMID,XZ,601.749149665151,8868.59616584533
"877",,,,,,,,NON NETWORK RAIL EMID,XZ,199.33873040842,155.641864174853
"878",Eastern,East Midlands,HM,Derby MDU,HM9,TME Leicester,HM9082,TSM Trent,HM908243,95873.6769349452,254293959.184787
"879",,,,,,,,NON NETWORK RAIL EMID,XZ,1928.55677049347,25109.4181629206
"880",Eastern,East Midlands,HM,Derby MDU,HM9,TME Lincoln,HM9025,TSM Lincoln,HM902551,247896.485078747,1539867362.92318
"881",,,,,,,,NON NETWORK RAIL NE,XB,3171.40465079547,115229.455982381
"882",,,,,,,,NON NETWORK RAIL NE,XB,483.510795357174,4361.40804541205
"883",,,,,,,,NON NETWORK RAIL NE,XB,1498.95848706441,15245.881361175
"884",,,,,,,,NON NETWORK RAIL NE,XB,1476.16328027274,13453.335009632
"885",Eastern,North and East,HF,York MDU - HF7,HF7,TME Knottingley,HF7062,TSM Knottingley West,HF706222,131358.765602142,338867947.866634
"886",,,,,,,,NON NETWORK RAIL EC,XE,247.775285481531,1284.58230241144
"887",Eastern,East Coast,HE,Darlington MDU - HE1,HE1,TME Darlington,HE1064,TSM York (ECML),HE106441,145561.555052055,246375573.198919
"888",,,,,,,,NON NETWORK RAIL NE,XB,3659.64989819276,50385.2707362062
"889",,,,,,,,NON NETWORK RAIL NE,XB,5742.5587105364,349134.250983846
"890",Eastern,North and East,HF,York MDU - HF7,HF7,TME York,HF7066,TSM York (Central),HF706661,301517.60522569,2434485615.67482
"891",,,,,,,,NON NETWORK RAIL NE,XB,945.223636840615,899.623673889384
"892",,,,,,,,NON NETWORK RAIL NE,XB,507.197621025049,2506.34484401281
"893",,,,,,,,NON NETWORK RAIL NE,XB,15621.0719907596,963608.616179508
"894",Eastern,North and East,HF,Middlesbrough MDU - HF1,HF1,TME Middlesbrough,HF1067,TSM Heaton,HF106731,134880.995445695,176285904.433136
"895",,,,,,,,NON NETWORK RAIL LNWS,XC,1891.19096294529,21713.4965966805
"896",,,,,,,,NON NETWORK RAIL LNWS,XC,1394.09879809744,26234.0814128322
"897",,,,,,,,NON NETWORK RAIL LNWS,XC,292.190458258988,976.256579780723
"898",,,,,,,,NON NETWORK RAIL LNWS,XC,854.088723978249,6692.80997982215
"899",,,,,,,,NON NETWORK RAIL LNWS,XC,1389.22108566286,28520.1598541937
"900",,,,,,,,L.U.L.,XL,9480.01388672654,250605.72739648
"901",Wales & Western,Western,HD,Western East MDU,HD7,TME West Ealing,HD7074,TSM Paddington,HD707481,48747.3079772579,12984062.4915632
"902",,,,,,,,NON NETWORK RAIL SOU,XF,21.4071847686535,16.9634960554875
"903",,,,,,,,NON NETWORK RAIL LNWS,XC,776.380617448636,11822.0089259192
"904",,,,,,,,NON NETWORK RAIL EC,XE,119.057220071326,133.177733382096
"905",Southern,Wessex,HW,Wessex Inner MDU,HW2,TME Clapham,HW2081,TSM Waterloo,HW208112,8375.58783043551,2188613.2057647
"906",Southern,Sussex,HU,Croydon MDU,HU3,TME Croydon North,HU3050,TSM London Victoria,HU305001,60111.364985147,42912682.6289321
"907",,,,,,,,NON NETWORK RAIL ANG,XH,639.367334374676,1545.98804347326
"908",Southern,Kent,HK,Lon Bridge MDU,HK4,TME Hither Green,HK4034,TSM B.BEATTY MTCE,HK499902,512.398485274097,4501.37419586398
"909",,,,,,,,NON NETWORK RAIL SOU,XF,788.712978537577,16141.8691895228
"910",,,,,,,,NON NETWORK RAIL ANG,XH,1650.40877824434,17440.9601990165
"911",Southern,Kent,HK,Orpington MDU,HK5,TME Orpington,HK5028,TSM Orpington,HK502811,80477.5308790403,278643707.681539
"912",Southern,Sussex,HU,Brighton MDU,HU4,TME Brighton North,HU4052,TSM Three Bridges,HU405205,218797.493083693,669647811.241874
"913",,,,,,,,NON NETWORK RAIL ANG,XH,1283.96841038041,10298.2160434123
"914",,,,,,,,NON NETWORK RAIL SOU,XF,87.1783503660115,65.8099073319185
"915",,,,,,,,NON NETWORK RAIL SOU,XF,2004.92491775877,56975.8152993293
"916",,,,,,,,NON NETWORK RAIL SOU,XF,558.266715525522,1949.68788071272
"917",,,,,,,,NON NETWORK RAIL SOU,XF,2128.78684814684,37333.0482738299
"918",,,,,,,,NON NETWORK RAIL ANG,XH,566.800201434588,6352.23972301701
"919",,,,,,,,NON NETWORK RAIL ANG,XH,2803.41253470942,33530.543714447
"920",,,,,,,,NON NETWORK RAIL ANG,XH,509.453337802762,3713.25420364765
"921",Eastern,Anglia,HT,Ipswich MDU,HT7,TME Ipswich,HT7002,TSM Ipswich,HT700240,260998.300400451,852955734.055522
"922",,,,,,,,NON NETWORK RAIL EC,XE,3480.2726846483,8218.43202051199
"923",,,,,,,,NON NETWORK RAIL EC,XE,782.061482409505,2690.6507370182
"924",,,,,,,,NON NETWORK RAIL SOU,XF,1138.58307103102,23510.7220459238
"925",,,,,,,,NON NETWORK RAIL ANG,XH,250.996073128305,1733.88937065406
"926",,,,,,,,NON NETWORK RAIL ANG,XH,1059.14352821456,46755.4025974141
